Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription
730,1965,3,9,17,57,53.7,3,1,6.3,,,0,GREECE,AEGEANNanSEA,39.4,24,,2,,,,,,,,,,,,,,,,38,1,,,253,3,8,3,,3,,
731,1965,3,22,22,56,28,1,1,6,,,0,CHILE,CENTRALNanCHILE,-31.81,-71.26,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1965,3,30,2,27,3.4,4,1,7.6,,,0,USA,"RATNanISLANDS,NanALEUTIANNanISLANDS,NanAK",50.32,177.93,0.1,3,,-2.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
733,1965,4,19,23,42,,-1,1,6,,,0,JAPAN,AICHINanPREFECTURE,34.9,139,0.1,2,,,-4,,,,,,,,,,,,,,,,,,,,,,,,
734,1965,6,11,3,34,2,4,1,7.2,,,0,RUSSIA,S.NanKURILNanISLANDS,44.7,148.7,0.1,6,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
735,1965,7,2,20,58,38.1,4,1,6.5,,,0,USA,"FOXNanISLANDS,NanALEUTIANNanISLANDS,NanAK",53.03,-167.55,0.08,3,,-3.3,-2,,,,,,,,,,,,,,,,,,,,1,,,,
736,1965,7,6,3,18,45.8,3,3,6.1,,,0,GREECE,NORTHNanCORINTHNanGULF,38.384,22.545,3,2,,4.3,2,1,1,,,,,,1,,,,,2,1,,,6,1,,3,70,2,1000,3
737,1965,8,11,22,31,45.9,4,1,7,,,0,VANUATU,VANUATUNanISLANDS,-15.8,167.2,7,4,,2.8,2.5,,,,,,,,,,,,,,,,,,,,2,,,,2
738,1965,8,13,12,40,32,2,1,7.3,,,0,VANUATU,VANUATUNanISLANDS,-15.9,166.8,2,1,,1,1,,,,,,,,1,,1,,,,,,,,,,1,,1,,
739,1965,8,23,19,46,2.9,4,1,7.8,,,0,MEXICO,MEXICO,16.3,-95.8,0.4,1,,-1.3,,,,,,,,,,,,,,6,1,,,,,,1,,,,1
740,1965,9,28,,,,4,6,,762,,1,PHILIPPINES,"TAAL,NanLUZONNanISLAND",14.002,120.993,4.7,1,,,,355,3,,,,,,,,,,,355,3,,,,,,1,,1,,
741,1965,10,3,16,14,56,2,1,6.5,,,0,CHILE,SOUTHERNNanCHILE,-42.9,-75.13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1965,10,24,,,,1,6,,4205,,0,GRENADA,KICKNan'EMNanJENNYNanVOLCANO,12.3,-61.63,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1966,3,12,16,31,21.8,3,1,7.6,,,0,TAIWAN,E.NanTAIWAN-RYUKYUNanISLANDS,24.1,122.6,0.1,5,,-3.3,0,,,,,,,,,,,,,7,1,,,11,1,,2,,2,,
744,1966,5,8,,,,4,8,,,,0,NORWAY,EASTERNNanNORWAY,59.6,10.633,6,0,,,3,,,,,,,,2,,,,,,,,,,,,2,,,,
745,1966,6,15,0,59,42.7,3,1,7.1,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-10.343,160.883,0.2,3,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,
746,1966,7,12,18,53,,4,1,5.5,,,0,RUSSIA,BLACKNanSEA,44.75,37,0.2,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,
747,1966,10,17,21,41,56,4,1,8.1,,,0,PERU,CENTRALNanPERU,-10.748,-78.638,3,60,,-1,1.5,,,,,,,2,2,,3,,,110,3,,,3000,4,35,4,,3,,
748,1966,11,28,,,,1,0,,,,0,SOLOMONNanISLANDS,"MOHAWKNanBAY,NanSANTANanCRUZNanISLANDS",-10.28,166.23,,1,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
749,1966,12,28,8,18,7.4,4,1,7.8,,,0,CHILE,NORTHERNNanCHILE,-25.5,-70.7,0.42,13,,,0.5,,,,,,,,,,,,,3,1,,,6,1,0.4,1,,3,,
750,1966,12,31,18,23,11.1,4,1,7.8,,,0,SOLOMONNanISLANDS,SANTANanCRUZNanISLANDS,-11.893,166.445,2,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,
751,1966,12,31,22,15,16.6,4,1,7.2,,,0,SOLOMONNanISLANDS,SANTANanCRUZNanISLANDS,-12.334,166.684,0.8,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
752,1966,,,,,,3,6,,2234,,0,SOLOMONNanISLANDS,"TINAKULA,NanSANTANanCRUZNanISLANDS",-10.38,165.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1967,3,19,4,1,38.5,1,1,7,,,0,RUSSIA,S.NanKURILNanISLANDS,45.53,151.11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1967,4,11,5,9,12.1,3,1,5.5,,,0,INDONESIA,MAKASSARNanSTRAIT,-3.7,119.3,,2,,1.6,1,13,1,,,,,,1,,1,,,71,2,,,100,2,,2,,2,,
755,1967,4,12,4,51,50.2,3,1,6.1,,,0,INDONESIA,NORTHEASTNanSUMATRA,5.5,97.3,,1,,1,1.5,,,,,,,,,,,,,14,1,,,,,,3,2000,4,,
756,1967,7,30,0,0,4,4,1,6.6,,,0,VENEZUELA,CARACAS,10.559,-67.33,0.08,1,,,,,,,,,,,,,,,,300,3,,,1536,3,140,4,,,,
757,1967,8,13,22,15,10,4,1,6.4,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-4.4,152.5,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
758,1967,9,3,,,,2,1,7,,,0,PERU,CENTRALNanPERU,-10.6,-79.8,2,2,,1,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
759,1967,10,,,,,0,8,,,,0,USA,"GREWINGK,NanAK",59.621,-151.106,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1967,11,15,21,31,54,1,1,5.9,,,0,CHILE,NORTHERNNanCHILE,-28.78,-71.19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1967,12,4,,,,1,6,,4412,,0,ANTARCTICA,"TELEPHONENanBAY,NanDECEPCIONNanISLAND",-63,-60.5,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
762,1967,12,4,,,,0,9,,,,0,USANanTERRITORY,NORTHERNNanCOASTNanOFNanPUERTONanRICO,,,,6,,,,,,,,,,,2,80,2,,,,,,,,,,2,80,2,,
763,1967,12,21,2,25,23,3,1,7.5,,,0,CHILE,NORTHERNNanCHILE,-21.7,-69.5,,1,,-0.5,0,,,,,,,,,,,,,1,1,,,,3,,2,,2,,
764,1968,1,29,10,19,7.2,4,1,7.3,,,0,RUSSIA,S.NanKURILNanISLANDS,43.586,146.701,0.18,17,,-1.7,-1,,,,,,,,,,,,,,,,,,,,,,,,
765,1968,2,19,22,45,45.7,4,1,7.2,,,0,GREECE,"LEMNOSNanISLAND,NanNORTHNanAEGEANNanSEA",39.368,24.957,1.2,3,,0.3,3,,,,,,,,,,,,,20,1,,,18,1,0.6,1,500,3,1951,4
766,1968,4,1,0,42,4.2,4,1,7.5,,,0,JAPAN,SEIKAIDO,32.3,132.5,3.07,62,,1.3,1,,,,,,,,1,4,1,,,1,1,,,22,1,,2,,2,,
767,1968,4,18,19,38,15,3,1,4.6,,,0,ITALY,LIGURIA-COTENanD'AZUR,44.08,8,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
768,1968,5,4,,,,3,0,,,,0,CHILE,EASTERNanISLANDNanREGION,-27.15,-109.45,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
769,1968,5,16,0,48,55.4,4,1,8.2,,,1,JAPAN,OFFNanEASTNanCOASTNanOFNanHONSHUNanISLAND,40.8,143.2,6,329,,2.3,2,52,2,,,,1,,3,529,3,,,52,2,,,330,3,131,4,1218,4,,
770,1968,5,16,10,39,1.6,4,1,7.5,,,0,JAPAN,OFFNanCOASTNanOFNanHONSHUNanISLAND,41.5,142.7,0.58,8,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
771,1968,6,12,13,41,50.7,4,1,7.2,,,0,JAPAN,SANRIKU,39.4,143.1,0.95,28,,1.6,0,,,,,,,,,,,,,,,,,,,,,,,,
772,1968,7,25,7,23,7.8,2,1,7.3,,,0,NEWNanZEALAND,KERMADECNanISLANDS,-30.8,-178.4,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1968,8,1,20,19,21.9,4,1,7.3,,,0,PHILIPPINES,E.NanLUZONNanISLAND,16.5,122.2,0.16,40,,-1.7,,1,1,,,,,,,,,,,270,3,,,261,3,8,3,,1,,3
774,1968,8,2,14,6,43.7,3,1,7.3,,,0,MEXICO,ACAPULCO,16.519,-97.739,,1,,,,,,,,,,,,,,,,18,1,,,,,2.4,2,,,,
775,1968,8,5,7,17,0,1,1,6.5,,,0,JAPAN,SEIKAIDO-NANKAIDO,33.3,132.2,0.03,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
776,1968,8,10,2,7,4.3,4,1,7.6,,,0,INDONESIA,N.NanMOLUCCASNanISLANDS,1.4,126.2,0.4,22,,-1.3,1,,,,,,,,,,,,,,,,,,,,1,,,,
777,1968,8,14,22,14,19.4,4,1,7.8,,,0,INDONESIA,BANDANanSEA,0.2,119.8,10,7,,3.3,2.5,200,3,,,58,2,,3,800,3,,,200,3,,,58,2,,3,800,3,,
778,1968,9,3,8,19,52.2,4,1,6.6,,,0,TURKEY,BLACKNanSEA,41.8,32.3,3,2,,,,,,,,,,,,,,,,24,1,,,200,3,,3,2000,4,,
779,1968,9,20,6,0,5,2,1,6.5,,,0,VENEZUELA,CARUPANO,10.697,-62.748,,1,,,,,,,,,,,,,,,,3,1,,,,,,2,,,,
780,1968,9,25,10,38,39.5,1,1,6.1,,,0,MEXICO,S.NanMEXICO-GUATEMALA-NICARAGUA,15.573,-92.536,2,0,,,1,,,,,,,,,,,,,20,1,,,500,3,,2,,,,
781,1969,2,23,0,36,58.9,4,1,7,,,0,INDONESIA,MAKASSARNanSTRAIT,-3.201,118.904,4,5,,2,2,600,3,,,,,,3,,3,,,664,3,,,97,2,,3,1287,4,,
782,1969,2,28,2,40,32.5,4,1,7.8,,,1,PORTUGAL,PORTUGAL,36.017,-10.95,0.9,19,,,,,,,,,,,,,,,,25,1,,,80,2,,2,,3,,4
783,1969,3,21,,,,2,6,,777,,1,PHILIPPINES,LUZONNanISLAND,19.077,122.202,,1,,,,3,1,,,,,,,,,,,3,1,,,,,,,,,,
784,1969,3,31,,,,3,1,7,,,0,EGYPT,GULFNanOFNanSUEZ,27.7,34,,1,,,,,,,,,,,,,,,,2,1,,,16,1,,3,107,3,,
785,1969,4,12,5,44,,0,8,,,,0,SWEDEN,NORSALVNanRIVER,59.4,13.5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1969,4,21,7,19,,4,1,6.5,,,0,JAPAN,RYUKYUNanISLANDS,32.2,132.1,0.1,6,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
787,1969,7,17,5,,,4,0,,,,0,ATLANTICNanOCEAN,SOUTHWESTNanIBERIAN,28.25,-16.26,0.06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1969,7,18,5,24,50,4,1,7.4,,,0,CHINA,BOHAINanSEA,38.2,119.4,0.1,3,,,,,,,,,,,,,,,,10,1,,,353,3,,4,15190,4,24810,4
789,1969,8,2,4,30,29,4,3,5.4,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-6.6,146.9,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,
790,1969,8,11,21,26,36,4,1,8.2,,,0,RUSSIA,S.NanKURILNanISLANDS,43.6,147.9,5,75,,1.4,2,,,,,,,,,,,,,,,,,,,,1,,,,
791,1969,8,27,1,30,,3,9,,,,0,SOUTHNanAFRICA,SOUTHNanAFRICA,,,2.9,15,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
792,1969,11,22,23,9,37,4,1,7.7,,,8,RUSSIA,KAMCHATKA,57.7,163.6,15,16,,3.9,3,,,,,,,,1,,,,,,,,,,,,1,,,,
793,1969,12,25,21,32,27.3,4,1,7.2,,,0,GUADELOUPENan(FRENCHNanTERRITORY),GRANDNanBOURG,15.8,-59.7,0.23,3,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
794,1970,1,10,12,7,8.6,4,1,7.6,,,0,PHILIPPINES,PHILIPPINENanTRENCH,6.8,126.7,0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1970,3,11,22,38,34.6,4,1,6,,,0,USA,"ANDREANOFNanISLANDS,NanAK",57.5,-153.9,0.03,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
796,1970,4,7,5,34,5.6,3,1,7.3,,,0,PHILIPPINES,PHILIPPINENanSEA,15.78,121.71,,1,,1,1,,,,,,,,1,,,,,15,1,,,200,2,,2,,,,
797,1970,5,14,18,12,,3,1,6.5,,,0,RUSSIA,CASPIANNanSEA,43,47.1,,0,,,,,,,,,,,,,,,,,3,,,,,,2,,2,,
798,1970,5,31,20,23,27.3,4,1,7.9,,,0,PERU,N.NanPERU,-9.2,-78.8,0.46,15,,0.8,,,,,,,,,,,,,,66794,4,,,50000,4,530,4,,3,,
799,1970,6,14,,,,2,1,6,,,0,CHILE,SOUTHERNNanCHILE,-52,-73.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1970,6,19,10,56,13.5,2,1,6.4,,,0,CHILE,NORTHERNNanCHILE,-22.28,-70.55,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1970,7,25,22,41,10.7,4,1,7,,,0,JAPAN,SEIKAIDO,32.2,131.7,0.32,35,,-0.7,,,,,,,,,,,,,,,,,,13,1,,1,,,,
802,1970,9,28,19,1,,2,1,5.1,,,0,NEWNanZEALAND,NEWNanZEALAND,-44.64,173.62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1970,9,30,9,52,22.7,3,1,5.3,,,0,PHILIPPINES,PHILIPPINENanTRENCH,20.6,122,,1,,,0.5,,,,,,,,,,,,,,,,,,,,2,,3,,
804,1970,10,31,17,53,9.3,4,3,7.3,,,0,PAPUANanNEWNanGUINEA,PAPUANanNEWNanGUINEA,-4.907,145.471,3,3,,0.3,0.5,3,1,,,,,,,,,,,18,1,,,20,1,1.75,2,800,3,,
805,1970,11,28,11,8,40,2,1,6,,,0,CHILE,NORTHERNNanCHILE,-20.94,-69.81,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1970,12,4,1,59,25,4,1,5.1,,,0,RUSSIA,BLACKNanSEA,43.84,39.34,0.8,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
807,1971,3,19,,,,0,8,,,,0,PERU,CHUNGAR,-11.116,-76.5,30,0,,,,600,3,,,,,,2,,2,,,600,3,,,,,,2,,2,,
808,1971,5,2,6,8,27.8,4,1,7.1,,,0,USA,"ANDREANOFNanISLANDS,NanAK",51.228,-177.173,0.04,1,,,-3,,,,,,,,,,,,,,,,,,,,,,,,
809,1971,7,9,3,3,18.7,4,1,7.8,,,0,CHILE,CENTRALNanCHILE,-32.5,-71.2,0.6,1,,0.3,0,,,,,,,,,,,,,83,2,,,447,3,236.4,4,,3,,
810,1971,7,14,6,11,29.1,4,1,7.9,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-5.5,153.9,6,32,,1.6,1,1,1,,,,,,1,,,,,3,1,,,5,1,,1,,,,
811,1971,7,26,1,23,21.3,4,1,7.9,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-4.9,153.2,10,39,,3.3,1.5,,,,,,,,2,,,,,,,,,,,,2,,,,
812,1971,8,2,7,24,56.8,4,1,7.3,,,0,JAPAN,JAPANNanTRENCH,41.4,143.5,0.51,17,,-2.3,-0.5,,,,,,,,,,,,,,,,,,,,1,,,,
813,1971,9,5,18,35,25,4,1,7.1,,,0,RUSSIA,TATARNanSTRAIT,46.5,141.2,2,29,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1
814,1971,9,6,13,37,10.8,4,1,5.5,,,0,RUSSIA,TATARNanSTRAIT,46.7,141.4,0.32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1971,9,6,20,,,4,6,,2235,,1,SOLOMONNanISLANDS,"TINAKULA,NanSANTANanCRUZNanISLANDS",-10.38,165.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1971,9,8,11,48,23.4,4,1,6.6,,,0,RUSSIA,TATARNanSTRAIT,46.4,141.1,0.09,2,,,-3,,,,,,,,,,,,,,,,,,,,,,,,
817,1971,9,8,16,59,52.6,4,1,6.2,,,0,RUSSIA,TATARNanSTRAIT,46.3,140.9,0.07,1,,-0.7,-3,,,,,,,,,,,,,,,,,,,,,,,,
818,1971,9,25,4,36,14,2,3,7,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-6.5,146.6,1.8,1,,0.8,0.5,,,,,,,,,,,,,,,,,,,,1,,,,
819,1971,9,27,19,1,45.3,4,1,6,,,0,RUSSIA,TATARNanSTRAIT,46.4,141.1,0.03,1,,,-4,,,,,,,,,,,,,,,,,,,,,,,,
820,1971,11,6,22,0,0.1,2,1,5.7,,,0,USA,"RATNanISLANDS,NanALEUTIANNanISLANDS,NanAK",51.5,179.1,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1971,12,15,8,29,55.3,4,1,7.8,,,3,RUSSIA,KAMCHATKA,56,163.3,0.47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1972,1,25,2,6,23.3,4,1,7.5,,,0,TAIWAN,E.NanTAIWAN,22.5,122.3,0.05,2,,-1,-2,,,,,,,,,,,,,1,1,,,,,,1,5,1,,
823,1972,2,29,9,22,59.8,4,1,7.4,,,0,JAPAN,EASTNanOFFNanHACHIJONanISLAND,33.3,140.8,0.42,28,,-1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,
824,1972,6,8,18,53,41.7,2,1,6.6,,,0,CHILE,CENTRALNanCHILE,-30.5,-71.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1972,7,30,21,45,14.1,4,3,7.6,,,0,USA,"SE.NanALASKA,NanAK",56.82,-135.685,0.1,3,,-2.3,-2,,,,,,,,,,,,,,,,,,,,1,,,,
826,1972,8,17,23,44,5.9,4,1,7.1,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6,152.9,0.6,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
827,1972,8,26,8,15,,3,8,,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6.7,147,1.5,2,,0.6,,,,,,,,,1,,,,,,,,,,,,1,,,,
828,1972,9,6,11,42,23.9,-1,1,5.2,,,0,JAPAN,JAPAN,32.9,130.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1972,10,9,,,,2,6,,4704,,1,PAPUANanNEWNanGUINEA,"RITTERNanISLAND,NanPAPUANanNEWNanGUINEA",-5.52,148.121,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1972,12,2,0,19,47.2,2,1,7.4,,,0,PHILIPPINES,"MINDANAONanISLAND,NanPHILIPPINES",6.5,126.6,0.5,32,,-2.3,,,,,,,,,,,,,,,,,,,,,1,,,,
831,1972,12,4,10,16,12,4,1,7.4,,,0,JAPAN,CHICHINanJIMA,33.3,140.7,0.5,39,,-1,-1,,,,,,,,,,,,,,,,,,,,1,,,,
832,1972,12,29,4,51,1.6,2,1,5.4,,,0,CHILE,CENTRALNanCHILE,-30.6,-71,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1973,1,30,21,1,12.5,4,1,7.5,,,0,MEXICO,S.NanMEXICO,18.48,-103,1.13,9,,0.1,,,,,,,,,,,,,,56,2,,,390,3,,2,,2,,
834,1973,2,28,6,37,49.5,4,1,7.2,,,0,RUSSIA,N.NanKURILNanISLANDS,50.5,156.6,1.5,7,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
835,1973,3,17,8,30,51.8,4,1,7.5,,,0,PHILIPPINES,QUEZON,13.4,122.8,1.3,2,,,,,,,,,,,,,,,,15,1,,,64,2,0.45,1,,,,
836,1973,6,17,3,55,2.9,4,1,7.7,,,0,JAPAN,HOKKAIDONanISLAND,43.2,145.8,5.96,72,,2.2,1,,,,,,1,5,2,2,1,,,,,,,27,1,5,2,2,1,,
837,1973,6,24,2,43,25.5,4,1,7.1,,,0,RUSSIA,S.NanKURILNanISLANDS,43.3,146.4,0.64,32,,2.2,,,,,,,,,,,,,,,,,,1,1,,1,,,,
838,1973,6,26,22,32,0.2,4,1,6.6,,,0,RUSSIA,S.NanKURILNanISLANDS,43.2,146.6,0.21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1973,10,5,5,47,51.1,4,1,6.7,,,0,CHILE,CENTRALNanCHILE,-32.5,-71.5,0.2,1,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
840,1973,12,,,,,1,6,,445,,0,INDONESIA,LESSERNanSUNDANanISLANDS,-8.54,123.59,,0,,,,2,1,,,,,,,,,,,2,1,,,,,,,,,,
841,1974,1,31,23,30,5.3,4,1,7,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-7.5,155.9,1.5,2,,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,
842,1974,2,1,3,12,33.1,4,1,7.1,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-7.4,155.6,4.5,4,,2.2,2,,,,,,,,2,,,,,,,,,,,,2,,,,
843,1974,5,8,23,33,25.2,4,1,6.7,,,0,JAPAN,TOKAIDO,34.6,138.7,0.2,5,,-2.3,-2.5,,,,,,,,,,,,,30,1,,,137,3,,2,134,3,,
844,1974,8,18,10,44,12.8,1,1,7.1,,,0,CHILE,SOUTHERNNanCHILE,-38.5,-73.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1974,9,27,5,47,29.4,4,1,6.7,,,0,RUSSIA,S.NanKURILNanISLANDS,43.2,146.7,0.37,3,,0.6,-1,,,,,,,,,,,,,,,,,,,,,,,,
846,1974,10,3,14,21,29.1,4,1,8.1,,,0,PERU,CENTRALNanPERU,-12.27,-77.79,0.92,35,,0.8,1,,,,,,,,,,,,,78,2,,,2414,4,10,3,,3,,
847,1974,10,17,19,5,,4,8,,,,0,CANADA,"KITIMATNanINLET,NanBRITISHNanCOLOMBIA",54,-128.7,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1974,10,17,,,,4,6,,4683,,1,PAPUANanNEWNanGUINEA,"RITTERNanISLAND,NanPAPUANanNEWNanGUINEA",-5.52,148.121,0.5,2,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
849,1974,12,28,12,11,43.7,0,1,6.2,,,0,PAKISTAN,PAKISTAN,35.1,72.9,,0,,,,,,,,,,,,,,,,5300,4,,,17000,4,3.255,2,,3,,
850,1975,1,15,9,42,24,1,1,5.9,,,0,INDONESIA,BANDANanSEA,-5,130,,1,,,,,,,,,,,,,,,,,,,,,,,1,81,2,,
851,1975,3,13,15,26,42.5,1,1,6.9,,,0,CHILE,CENTRALNanCHILE,-29.9,-71.3,,0,,,,,,,,,,,,,,,,2,1,,,25,1,,1,,,,
852,1975,4,27,18,5,,4,8,,,,0,CANADA,"KITIMATNanINLET,NanBRITISHNanCOLUMBIA",53.98,-128.68,4.1,5,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
853,1975,5,26,9,11,51.1,4,1,7.8,,,0,ATLANTICNanOCEAN,AZORESNanGIBRALTARNanFRACTURENanZONE,35.962,-17.576,0.5,8,,,,,,,,,,,,,,,,,,,,,,,1,,,,
854,1975,6,10,13,47,14.5,4,1,7,,,0,RUSSIA,S.NanKURILNanISLANDS,43.024,147.734,5.5,52,,2.3,2,,,,,,,,2,,,,,,,,,,,,2,,,,
855,1975,7,20,14,37,39.9,4,1,7.9,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6.59,155.054,2,18,,1,1,,,,,,,,2,,1,,,,,,,,,,3,,2,,
856,1975,10,31,8,28,2.6,4,1,7.6,,,0,PHILIPPINES,PHILIPPINENanTRENCH,12.54,125.993,3,28,,-0.7,-1.5,1,1,,,,,,1,30,1,,,1,1,,,,,,1,30,1,,
857,1975,11,29,14,47,40.9,4,3,7.7,3407,,1,USA,HAWAII,19.451,-155.033,14.3,77,,3,3,2,1,,,19,1,1.5,2,,,,,2,1,,,19,1,4,2,,,,
858,1975,12,16,21,1,39,3,3,4.9,,,0,FIJI,FIJINanISLANDS,-18.672,178.464,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1975,12,26,15,56,38.7,4,1,7.8,,,0,SAMOA,SAMOANanISLANDS,-16.265,-172.467,0.38,3,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
860,1976,1,14,16,47,33.5,4,1,8,,,0,NEWNanZEALAND,KERMADECNanISLANDS,-28.427,-177.657,0.9,15,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
861,1976,1,21,10,5,24.1,4,1,7,,,0,RUSSIA,S.NanKURILNanISLANDS,44.915,149.123,0.38,5,,-1.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
862,1976,2,4,9,1,43.4,4,1,7.5,,,0,GUATEMALA,GUATEMALA,15.324,-89.101,0.12,1,,-0.5,,,,,,,,,,,,,,23000,4,,,76000,4,2147,4,255000,4,,4
863,1976,7,11,16,54,31.8,1,1,6.7,,,0,PANAMA,PANAMA,7.4,-78.1,,0,,-1,,,,,,,,,,,,,,5,1,,,7,1,,1,,,,
864,1976,8,16,16,11,7.3,4,1,8,,,0,PHILIPPINES,MORONanGULF,6.292,124.09,9,28,,2.3,2.5,6800,4,,,6500,4,134,4,,,,,8000,4,,,10000,4,134,4,,,,
865,1977,4,2,7,15,22.7,4,1,7.6,,,0,SAMOA,SAMOANanISLANDS,-16.696,-172.095,0.08,2,,-3.3,-2,,,,,,,,,,,,,,,,,,,,1,,,,
866,1977,4,20,23,13,10.4,4,1,6.8,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.828,163.323,0.15,6,,-3.3,-1,,,,,,,,,,,,,34,1,,,,,,3,,,,
867,1977,4,20,23,42,50.5,4,1,7.6,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.89,160.348,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
868,1977,4,21,4,24,9.6,4,1,8.1,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.965,160.731,0.04,5,,-3.3,-1.5,,,,,,,,,,,,,18,1,,,1,1,,3,,,,
869,1977,6,22,12,8,33.4,4,1,7.2,,,0,TONGA,TONGANanTRENCH,-22.878,-175.9,0.4,19,,,,,,,,,,,,,,,,1,1,,,5,1,1.2,2,,,,
